time,disturbance_logger.inflow_rate,pid_controlled_tank.inflow,pid_controlled_tank.outflow,pid_controlled_tank.volume,pid_controlled_tank.water_level,pid_output_logger.agent_id,pid_output_logger.control_signal
49.0,-0.5,0.0013861500442129415,0,9.986076370351768,9.993038185175884,pump_pid_controller_agent,0.5006930750221065
50.0,-1.5,-0.9987393522153638,0,8.987337018136405,9.493668509068202,pump_pid_controller_agent,0.5006303238923181
51.0,-1.5,-0.7488534914791263,0,8.238483526657278,9.119241763328638,pump_pid_controller_agent,1.1255732542604369
52.0,-1.5,0.23854270344537554,0,8.477026230102654,9.238513115051326,pump_pid_controller_agent,1.6192713517226878
53.0,-1.5,0.0790732968989718,0,8.556099527001626,9.278049763500814,pump_pid_controller_agent,1.539536648449486
54.0,-1.5,0.14445618793725545,0,8.700555714938881,9.35027785746944,pump_pid_controller_agent,1.5722280939686277
55.0,-1.5,0.1122296651604775,0,8.812785380099358,9.406392690049678,pump_pid_controller_agent,1.5561148325802387
56.0,-1.5,0.1091098216128561,0,8.921895201712214,9.460947600856107,pump_pid_controller_agent,1.554554910806428
57.0,-1.5,0.09705548984487189,0,9.018950691557086,9.509475345778544,pump_pid_controller_agent,1.548527744922436
58.0,-1.5,0.08900209844820184,0,9.107952790005287,9.553976395002643,pump_pid_controller_agent,1.544501049224101
59.0,-1.5,0.08070718072448901,0,9.188659970729777,9.594329985364888,pump_pid_controller_agent,1.5403535903622445
60.0,-1.5,0.07347803074075587,0,9.262138001470532,9.631069000735266,pump_pid_controller_agent,1.536739015370378
61.0,-1.5,0.06679985427805857,0,9.328937855748592,9.664468927874296,pump_pid_controller_agent,1.5333999271390293
62.0,-1.5,0.06076013782046896,0,9.389697993569062,9.69484899678453,pump_pid_controller_agent,1.5303800689102345
63.0,-1.5,0.05525617268392535,0,9.444954166252987,9.722477083126494,pump_pid_controller_agent,1.5276280863419627
64.0,-1.5,0.050254164363135345,0,9.495208330616123,9.747604165308061,pump_pid_controller_agent,1.5251270821815677
65.0,-1.5,0.0457038509181138,0,9.540912181534237,9.77045609076712,pump_pid_controller_agent,1.522851925459057
66.0,-1.5,0.04156591242701335,0,9.58247809396125,9.791239046980625,pump_pid_controller_agent,1.5207829562135067
67.0,-1.5,0.037802496285731735,0,9.620280590246981,9.81014029512349,pump_pid_controller_agent,1.5189012481428659
68.0,-1.5,0.034379862153793184,0,9.654660452400774,9.827330226200388,pump_pid_controller_agent,1.5171899310768966
69.0,-1.5,0.03126710025113777,0,9.685927552651911,9.842963776325956,pump_pid_controller_agent,1.5156335501255689
70.0,-1.5,0.028436172804831017,0,9.714363725456742,9.857181862728371,pump_pid_controller_agent,1.5142180864024155
71.0,-1.5,0.025861556546157516,0,9.7402252820029,9.87011264100145,pump_pid_controller_agent,1.5129307782730788
72.0,-1.5,0.023520046958028562,0,9.763745328960928,9.881872664480465,pump_pid_controller_agent,1.5117600234790143
73.0,-1.5,0.021390537887508998,0,9.785135866848437,9.892567933424218,pump_pid_controller_agent,1.5106952689437545
74.0,-1.5,0.019453834979934914,0,9.804589701828371,9.902294850914185,pump_pid_controller_agent,1.5097269174899675
75.0,-1.5,0.017692481464548937,0,9.82228218329292,9.91114109164646,pump_pid_controller_agent,1.5088462407322745
76.0,-1.5,0.016090601200021037,0,9.838372784492941,9.91918639224647,pump_pid_controller_agent,1.5080453006000105
77.0,-1.5,0.014633755443932195,0,9.853006539936874,9.926503269968437,pump_pid_controller_agent,1.507316877721966
78.0,-1.5,0.013308812749720289,0,9.866315352686595,9.933157676343297,pump_pid_controller_agent,1.5066544063748601
79.0,-1.5,0.012103830591079223,0,9.878419183277675,9.939209591638837,pump_pid_controller_agent,1.5060519152955396
80.0,-1.5,0.011007947721055178,0,9.88942713099873,9.944713565499365,pump_pid_controller_agent,1.5055039738605276
81.0,-1.5,0.010011286271523812,0,9.899438417270254,9.949719208635127,pump_pid_controller_agent,1.505005643135762
82.0,-1.5,0.009104862718298357,0,9.908543279988553,9.954271639994277,pump_pid_controller_agent,1.5045524313591492
83.0,-1.5,0.008280506906974683,0,9.916823786895527,9.958411893447764,pump_pid_controller_agent,1.5041402534534873
84.0,-1.5,0.0075307884103166245,0,9.924354575305845,9.962177287652922,pump_pid_controller_agent,1.5037653942051583
85.0,-1.5,0.0068489495532158,0,9.931203524859061,9.96560176242953,pump_pid_controller_agent,1.503424474776608
86.0,-1.5,0.006228844501626973,0,9.937432369360689,9.968716184680344,pump_pid_controller_agent,1.5031144222508135
87.0,-1.5,0.005664883866347115,0,9.943097253227036,9.971548626613519,pump_pid_controller_agent,1.5028324419331736
88.0,-1.5,0.005151984322423697,0,9.94824923754946,9.97412461877473,pump_pid_controller_agent,1.5025759921612118
89.0,-1.5,0.004685522790007113,0,9.952934760339467,9.976467380169733,pump_pid_controller_agent,1.5023427613950036
90.0,-1.5,0.004261294763675316,0,9.957196055103143,9.978598027551572,pump_pid_controller_agent,1.5021306473818377
91.0,-1.5,0.003875476414633816,0,9.961071531517778,9.980535765758889,pump_pid_controller_agent,1.501937738207317
92.0,-1.5,0.0035245901242100253,0,9.964596121641987,9.982298060820995,pump_pid_controller_agent,1.501762295062105
93.0,-1.5,0.0032054731378998724,0,9.967801594779887,9.983900797389943,pump_pid_controller_agent,1.50160273656895
94.0,-1.5,0.002915249057541036,0,9.970716843837428,9.985358421918715,pump_pid_controller_agent,1.5014576245287705
95.0,-1.5,0.0026513019145171235,0,9.973368145751945,9.986684072875972,pump_pid_controller_agent,1.5013256509572586
96.0,-1.5,0.0024112525905080062,0,9.975779398342453,9.987889699171227,pump_pid_controller_agent,1.501205626295254
97.0,-1.5,0.0021929373729032697,0,9.977972335715357,9.988986167857679,pump_pid_controller_agent,1.5010964686864516
98.0,-1.5,0.001994388452053464,0,9.979966724167411,9.989983362083706,pump_pid_controller_agent,1.5009971942260267
99.0,-1.5,0.0018138161840948186,0,9.981780540351506,9.990890270175754,pump_pid_controller_agent,1.5009069080920474
100.0,-1.5,0.0016495929598359105,0,9.983430133311343,9.991715066655672,pump_pid_controller_agent,1.500824796479918
101.0,-1.5,0.0015002385340943114,0,9.984930371845437,9.992465185922718,pump_pid_controller_agent,1.5007501192670472
102.0,-1.5,0.0013644066833364832,0,9.986294778528773,9.993147389264387,pump_pid_controller_agent,1.5006822033416682
103.0,-1.5,0.0012408730713273641,0,9.987535651600101,9.99376782580005,pump_pid_controller_agent,1.5006204365356637
104.0,-1.5,0.0011285242134562168,0,9.988664175813557,9.994332087906779,pump_pid_controller_agent,1.500564262106728
105.0,-1.5,0.0010263474401921435,0,9.98969052325375,9.994845261626875,pump_pid_controller_agent,1.500513173720096
106.0,-1.5,0.0009334217692695823,0,9.99062394502302,9.995311972511509,pump_pid_controller_agent,1.5004667108846348
107.0,-1.5,0.000848909604318937,0,9.991472854627338,9.99573642731367,pump_pid_controller_agent,1.5004244548021595
108.0,-1.5,0.0007720491850782274,0,9.992244903812416,9.996122451906208,pump_pid_controller_agent,1.5003860245925391
109.0,-1.5,0.0007021477212139082,0,9.99294705153363,9.996473525766815,pump_pid_controller_agent,1.500351073860607
110.0,-1.5,0.0006385751477098189,0,9.99358562668134,9.996792813340669,pump_pid_controller_agent,1.500319287573855
111.0,-1.5,0.0005807584457722115,0,9.994166385127112,9.997083192563556,pump_pid_controller_agent,1.500290379222886
112.0,-1.5,0.0005281764778057862,0,9.994694561604918,9.997347280802458,pump_pid_controller_agent,1.500264088238903
113.0,-1.5,0.0004803552901284647,0,9.995174916895046,9.997587458447523,pump_pid_controller_agent,1.5002401776450642
114.0,-1.5,0.00043686384086472074,0,9.99561178073591,9.997805890367955,pump_pid_controller_agent,1.5002184319204324
115.0,-1.5,0.0003973101147871638,0,9.996009090850697,9.99800454542535,pump_pid_controller_agent,1.5001986550573936
116.0,-1.5,0.0003613375897528748,0,9.99637042844045,9.998185214220225,pump_pid_controller_agent,1.5001806687948764
117.0,-1.5,0.00032862202323347134,0,9.996699050463683,9.998349525231841,pump_pid_controller_agent,1.5001643110116167
118.0,-1.5,0.00029886852963567634,0,9.99699791899332,9.99849895949666,pump_pid_controller_agent,1.5001494342648178
119.0,-1.5,0.00027180892238254373,0,9.997269727915702,9.99863486395785,pump_pid_controller_agent,1.5001359044611913
120.0,-1.5,0.00024719929655603323,0,9.997516927212258,9.99875846360613,pump_pid_controller_agent,1.500123599648278
121.0,-1.5,0.00022481783040584347,0,9.997741745042664,9.998870872521332,pump_pid_controller_agent,1.500112408915203
122.0,-1.5,0.00020446278600338985,0,9.997946207828667,9.998973103914334,pump_pid_controller_agent,1.5001022313930017
123.0,-1.5,0.00018595069075022508,0,9.998132158519418,9.999066079259709,pump_pid_controller_agent,1.5000929753453751
124.0,-1.5,0.00016911468374791738,0,9.998301273203166,9.999150636601584,pump_pid_controller_agent,1.500084557341874
125.0,-1.5,0.00015380301165546229,0,9.998455076214821,9.99922753810741,pump_pid_controller_agent,1.5000769015058277
126.0,-1.5,0.00013987766096024146,0,9.99859495387578,9.99929747693789,pump_pid_controller_agent,1.5000699388304801
127.0,-1.5,0.00012721311386121315,0,9.998722166989642,9.999361083494822,pump_pid_controller_agent,1.5000636065569306
128.0,-1.5,0.00011569521700138807,0,9.998837862206644,9.999418931103321,pump_pid_controller_agent,1.5000578476085007
129.0,-1.5,0.00010522015248293215,0,9.998943082359126,9.999471541179563,pump_pid_controller_agent,1.5000526100762415
130.0,-0.8,0.7000956935020632,0,10.69903877586119,10.349519387930595,pump_pid_controller_agent,1.5000478467510316
131.0,-0.8,0.5250870293961949,0,11.224125805257385,10.612062902628693,pump_pid_controller_agent,1.0625435146980975
132.0,-0.8,-0.16617085026006673,0,11.057954954997319,10.52897747749866,pump_pid_controller_agent,0.7169145748699667
133.0,-0.8,-0.05461551649091301,0,11.003339438506407,10.501669719253204,pump_pid_controller_agent,0.7726922417545435
134.0,-0.8,-0.10045015889000797,0,10.9028892796164,10.4514446398082,pump_pid_controller_agent,0.7497749205549961
135.0,-0.8,-0.07795217995268278,0,10.824937099663718,10.412468549831859,pump_pid_controller_agent,0.7610239100236587
136.0,-0.8,-0.07582339091797108,0,10.749113708745746,10.374556854372873,pump_pid_controller_agent,0.7620883045410145
137.0,-0.8,-0.06743547123451266,0,10.681678237511234,10.340839118755618,pump_pid_controller_agent,0.7662822643827437
138.0,-0.8,-0.0618436726118472,0,10.619834564899387,10.309917282449693,pump_pid_controller_agent,0.7690781636940764
139.0,-0.8,-0.05607867915988329,0,10.563755885739504,10.281877942869752,pump_pid_controller_agent,0.7719606604200584
140.0,-0.8,-0.05105597033056242,0,10.512699915408941,10.25634995770447,pump_pid_controller_agent,0.7744720148347188
141.0,-0.8,-0.04641552994930409,0,10.466284385459637,10.233142192729819,pump_pid_controller_agent,0.776792235025348
142.0,-0.8,-0.04221890757009694,0,10.42406547788954,10.212032738944771,pump_pid_controller_agent,0.7788905462149516
143.0,-0.8,-0.03839448815090618,0,10.385670989738633,10.192835494869318,pump_pid_controller_agent,0.780802755924547
144.0,-0.8,-0.03491887112973191,0,10.350752118608902,10.175376059304451,pump_pid_controller_agent,0.7825405644351341
145.0,-0.8,-0.03175710559897471,0,10.318995013009928,10.159497506504964,pump_pid_controller_agent,0.7841214472005127
146.0,-0.8,-0.02888187901763417,0,10.290113133992294,10.145056566996146,pump_pid_controller_agent,0.785559060491183
147.0,-0.8,-0.026266886826531,0,10.263846247165763,10.131923123582881,pump_pid_controller_agent,0.7868665565867345
148.0,-0.8,-0.023888685643479457,0,10.239957561522283,10.11997878076114,pump_pid_controller_agent,0.7880556571782603
149.0,-0.8,-0.021725797647030864,0,10.218231763875252,10.109115881937626,pump_pid_controller_agent,0.7891371011764846
150.0,-0.8,-0.01975874102264652,0,10.198473022852605,10.099236511426302,pump_pid_controller_agent,0.7901206294886768
151.0,-0.8,-0.017969781014211872,0,10.180503241838393,10.090251620919197,pump_pid_controller_agent,0.7910151094928941
152.0,-0.8,-0.01634279408284378,0,10.164160447755549,10.082080223877774,pump_pid_controller_agent,0.7918286029585782
153.0,-0.8,-0.014863114713836723,0,10.149297333041712,10.074648666520856,pump_pid_controller_agent,0.7925684426430817
154.0,-0.8,-0.013517405801237947,0,10.135779927240474,10.067889963620237,pump_pid_controller_agent,0.7932412970993811
155.0,-0.8,-0.012293537589553205,0,10.123486389650921,10.06174319482546,pump_pid_controller_agent,0.7938532312052234
156.0,-0.8,-0.011180478616721334,0,10.1123059110342,10.0561529555171,pump_pid_controller_agent,0.7944097606916394
157.0,-0.8,-0.01016819619038789,0,10.102137714843812,10.051068857421907,pump_pid_controller_agent,0.7949159019048061
158.0,-0.8,-0.009247565986662654,0,10.09289014885715,10.046445074428576,pump_pid_controller_agent,0.7953762170066687
159.0,-0.8,-0.008410289797235349,0,10.084479859059915,10.042239929529957,pump_pid_controller_agent,0.7957948551013824
160.0,-0.8,-0.007648820735737916,0,10.076831038324176,10.038415519162088,pump_pid_controller_agent,0.7961755896321311
161.0,-0.8,-0.006956295211918206,0,10.069874743112258,10.03493737155613,pump_pid_controller_agent,0.7965218523940409
162.0,-0.8,-0.006326471066225414,0,10.063548272046033,10.031774136023017,pump_pid_controller_agent,0.7968367644668873
163.0,-0.8,-0.005753671305267272,0,10.057794600740765,10.028897300370382,pump_pid_controller_agent,0.7971231643473664
164.0,-0.8,-0.005232732931592876,0,10.052561867809173,10.026280933904587,pump_pid_controller_agent,0.7973836335342036
165.0,-0.8,-0.004758960406446855,0,10.047802907402726,10.023901453701363,pump_pid_controller_agent,0.7976205197967766
166.0,-0.8,-0.004328083325883414,0,10.043474824076842,10.021737412038421,pump_pid_controller_agent,0.7978359583370583
167.0,-0.8,-0.0039362179291233534,0,10.039538606147719,10.01976930307386,pump_pid_controller_agent,0.7980318910354384
168.0,-0.8,-0.0035798320916977655,0,10.035958774056022,10.01797938702801,pump_pid_controller_agent,0.7982100839541512
169.0,-0.8,-0.0032557134883022254,0,10.03270306056772,10.01635153028386,pump_pid_controller_agent,0.7983721432558489
170.0,-0.8,-0.002960940638113252,0,10.029742119929606,10.014871059964804,pump_pid_controller_agent,0.7985195296809434
171.0,-0.8,-0.002692856571661295,0,10.027049263357945,10.013524631678973,pump_pid_controller_agent,0.7986535717141694
172.0,-0.8,-0.0024490448819489696,0,10.024600218475996,10.012300109237998,pump_pid_controller_agent,0.7987754775590256
173.0,-0.8,-0.0022273079438901444,0,10.022372910532106,10.011186455266053,pump_pid_controller_agent,0.798886346028055
174.0,-0.8,-0.002025647105724282,0,10.02034726342638,10.01017363171319,pump_pid_controller_agent,0.7989871764471379
175.0,-0.8,-0.0018422446739727594,0,10.018505018752407,10.009252509376203,pump_pid_controller_agent,0.7990788776630137
176.0,-0.8,-0.001675447529430274,0,10.016829571222976,10.008414785611489,pump_pid_controller_agent,0.7991622762352849
177.0,-0.8,-0.001523752226583186,0,10.015305818996392,10.007652909498196,pump_pid_controller_agent,0.7992381238867085
178.0,-0.8,-0.0013857914421202544,0,10.013920027554272,10.006960013777135,pump_pid_controller_agent,0.7993071042789399
179.0,-0.8,-0.0012603216504367687,0,10.012659705903836,10.006329852951918,pump_pid_controller_agent,0.7993698391747817
180.0,-0.8,-0.001146211914926809,0,10.01151349398891,10.005756746994454,pump_pid_controller_agent,0.7994268940425366
181.0,-0.8,-0.0010424336941714518,0,10.010471060294737,10.005235530147369,pump_pid_controller_agent,0.7994787831529143
182.0,-0.8,-0.000948051571095565,0,10.009523008723642,10.00476150436182,pump_pid_controller_agent,0.7995259742144523
183.0,-0.8,-0.0008622148214065817,0,10.008660793902235,10.004330396951119,pump_pid_controller_agent,0.7995688925892968
184.0,-0.8,-0.0007841497455720603,0,10.007876644156664,10.003938322078332,pump_pid_controller_agent,0.799607925127214
185.0,-0.8,-0.0007131526948986888,0,10.007163491461764,10.003581745730882,pump_pid_controller_agent,0.7996434236525507
186.0,-0.8,-0.0006485837292191654,0,10.006514907732544,10.003257453866272,pump_pid_controller_agent,0.7996757081353905
187.0,-0.8,-0.0005898608486161194,0,10.005925046883927,10.002962523441964,pump_pid_controller_agent,0.799705069575692
188.0,-0.8,-0.0005364547475603665,0,10.005388592136367,10.002694296068183,pump_pid_controller_agent,0.7997317726262199
189.0,-0.8,-0.0004878840439326293,0,10.004900708092434,10.002450354046218,pump_pid_controller_agent,0.7997560579780337
190.0,-0.8,-0.00044371094003392564,0,10.004456997152399,10.0022284985762,pump_pid_controller_agent,0.7997781445299831
191.0,-0.8,-0.00040353727642838955,0,10.004053459875971,10.002026729937985,pump_pid_controller_agent,0.7997982313617858
192.0,-0.8,-0.00036700094313268927,0,10.003686458932838,10.00184322946642,pump_pid_controller_agent,0.7998164995284337
193.0,-0.8,-0.00033377261563982685,0,10.003352686317198,10.0016763431586,pump_pid_controller_agent,0.7998331136921801
194.0,-0.8,-0.000303552786530048,0,10.003049133530668,10.001524566765333,pump_pid_controller_agent,0.799848223606735
195.0,-0.8,-0.00027606906586497004,0,10.002773064464803,10.001386532232402,pump_pid_controller_agent,0.7998619654670676
196.0,-0.8,-0.0002510737259311391,0,10.002521990738872,10.001260995369435,pump_pid_controller_agent,0.7998744631370345
197.0,-0.8,-0.00022834146828687452,0,10.002293649270586,10.001146824635292,pump_pid_controller_agent,0.7998858292658566
198.0,-0.8,-0.0002076673931126205,0,10.002085981877473,10.001042990938735,pump_pid_controller_agent,0.7998961663034437
199.0,-0.8,-0.0001888651521941842,0,10.001897116725278,10.000948558362639,pump_pid_controller_agent,0.799905567423903
200.0,-2.0,-1.2001717652693555,0,8.801725351455921,9.40086267572796,pump_pid_controller_agent,0.7999141173653223
201.0,-2.0,-0.9001562136127972,0,7.901569137843124,8.950784568921563,pump_pid_controller_agent,1.5499218931936014
202.0,-2.0,0.2848579299941383,0,8.186427067837261,9.09321353391863,pump_pid_controller_agent,2.142428964997069
203.0,-2.0,0.09362079303651516,0,8.280047860873776,9.140023930436888,pump_pid_controller_agent,2.0468103965182576
204.0,-2.0,0.17219499145685369,0,8.45224285233063,9.226121426165314,pump_pid_controller_agent,2.086097495728427
205.0,-2.0,0.13362750570023607,0,8.585870358030865,9.292935179015434,pump_pid_controller_agent,2.066813752850118
206.0,-2.0,0.12997858791471728,0,8.715848945945583,9.35792447297279,pump_pid_controller_agent,2.0649892939573586
207.0,-2.0,0.11559969250324986,0,8.831448638448833,9.415724319224417,pump_pid_controller_agent,2.057799846251625
208.0,-2.0,0.10601411167536234,0,8.937462750124196,9.468731375062099,pump_pid_controller_agent,2.053007055837681
209.0,-2.0,0.09613159286143613,0,9.033594342985632,9.516797171492815,pump_pid_controller_agent,2.048065796430718
210.0,-2.0,0.08752153235599369,0,9.121115875341626,9.560557937670813,pump_pid_controller_agent,2.043760766177997
211.0,-2.0,0.0795667622555074,0,9.200682637597133,9.600341318798566,pump_pid_controller_agent,2.0397833811277537
212.0,-2.0,0.07237279851976197,0,9.273055436116895,9.636527718058447,pump_pid_controller_agent,2.036186399259881
213.0,-2.0,0.06581687472312137,0,9.338872310840017,9.669436155420009,pump_pid_controller_agent,2.0329084373615607
214.0,-2.0,0.05985887763351627,0,9.398731188473533,9.699365594236767,pump_pid_controller_agent,2.029929438816758
215.0,-2.0,0.05443889324377604,0,9.45317008171731,9.726585040858655,pump_pid_controller_agent,2.027219446621888
216.0,-2.0,0.049510101723377,0,9.502680183440688,9.751340091720344,pump_pid_controller_agent,2.0247550508616885
217.0,-2.0,0.04502741105961228,0,9.5477075945003,9.773853797250151,pump_pid_controller_agent,2.022513705529806
218.0,-2.0,0.040950633977194784,0,9.588658228477495,9.794329114238748,pump_pid_controller_agent,2.0204753169885974
219.0,-2.0,0.03724295260865507,0,9.62590118108615,9.812950590543075,pump_pid_controller_agent,2.0186214763043275
220.0,-2.0,0.03387097069894729,0,9.659772151785097,9.82988607589255,pump_pid_controller_agent,2.0169354853494736
221.0,-2.0,0.030804286847078366,0,9.690576438632174,9.845288219316087,pump_pid_controller_agent,2.015402143423539
222.0,-2.0,0.028015261644671163,0,9.718591700276846,9.859295850138423,pump_pid_controller_agent,2.0140076308223356
223.0,-2.0,0.025478755067967818,0,9.744070455344815,9.872035227672407,pump_pid_controller_agent,2.012739377533984
224.0,-2.0,0.023171904287555556,0,9.76724235963237,9.883621179816185,pump_pid_controller_agent,2.0115859521437778
225.0,-2.0,0.02107391614703058,0,9.788316275779401,9.8941581378897,pump_pid_controller_agent,2.0105369580735153
226.0,-2.0,0.019165880214380593,0,9.807482155993782,9.90374107799689,pump_pid_controller_agent,2.0095829401071903
227.0,-2.0,0.01743059817581738,0,9.824912754169599,9.9124563770848,pump_pid_controller_agent,2.0087152990879087
228.0,-2.0,0.015852428867386692,0,9.840765183036986,9.920382591518493,pump_pid_controller_agent,2.0079262144336933
229.0,-2.0,0.01441714727498411,0,9.855182330311969,9.927591165155984,pump_pid_controller_agent,2.007208573637492
230.0,-2.0,0.01311181632092584,0,9.868294146632895,9.934147073316447,pump_pid_controller_agent,2.006555908160463
231.0,-2.0,0.011924670252320801,0,9.880218816885215,9.940109408442607,pump_pid_controller_agent,2.0059623351261604
232.0,-2.0,0.010845008589677185,0,9.891063825474891,9.945531912737446,pump_pid_controller_agent,2.0054225042948386
233.0,-2.0,0.00986309967667598,0,9.900926925151566,9.950463462575783,pump_pid_controller_agent,2.004931549838338
234.0,-2.0,0.008970092962828247,0,9.909897018114394,9.954948509057196,pump_pid_controller_agent,2.004485046481414
235.0,-2.0,0.008157939227971589,0,9.918054957342367,9.959027478671183,pump_pid_controller_agent,2.004078969613986
236.0,-2.0,0.00741931802970619,0,9.925474275372073,9.962737137686037,pump_pid_controller_agent,2.003709659014853
237.0,-2.0,0.006747571719733614,0,9.932221847091807,9.966110923545903,pump_pid_controller_agent,2.003373785859867
238.0,-2.0,0.006136645434346555,0,9.938358492526152,9.969179246263076,pump_pid_controller_agent,2.0030683227171733
239.0,-2.0,0.005581032518220397,0,9.943939525044373,9.971969762522185,pump_pid_controller_agent,2.00279051625911
240.0,-2.0,0.005075724889549882,0,9.949015249933922,9.97450762496696,pump_pid_controller_agent,2.002537862444775
241.0,-2.0,0.004616167899085255,0,9.953631417833007,9.976815708916504,pump_pid_controller_agent,2.0023080839495426
