target_power_mw,head_m,total_flow_m3s,overall_efficiency,turbine_1_power_mw,turbine_2_power_mw,turbine_3_power_mw,turbine_4_power_mw,turbine_5_power_mw,turbine_6_power_mw
75,10.0,889.9159579681285,0.8590990947385313,11.512335116208131,12.714022373778764,10.892232030703692,13.923790310723176,12.087898958316288,13.869721210269947
76,10.0,906.5317019177098,0.8545974422773884,11.666689133564338,12.882743830198804,11.039880501892508,14.106767115734248,12.25007026346053,14.053849155149566
77,10.0,923.7893207603223,0.8496670572838756,11.820986442115437,13.051524764993886,11.187377963712857,14.290036786015193,12.412045672853004,14.23802837030962
78,10.0,941.7263491552962,0.8443079397240332,11.975208288203993,13.220434891521789,11.334487487722326,14.473211608127082,12.574201344743305,14.422456379681506
79,10.0,960.3833258128827,0.8385200907939293,12.129621877765674,13.38921157674192,11.48219552379054,14.656456622358363,12.736101464512611,14.606412934830901
80,10.0,979.8041029419945,0.8323035094744067,12.283943950019424,13.558052979339323,11.629599532085553,14.839663795766747,12.8981411272929,14.790598615496044
81,10.0,1000.0361859680611,0.82565819615338,12.438283787013159,13.726951047221508,11.776955770762827,15.022794208979127,13.060229833259102,14.974785352764279
82,10.0,1021.1311229404,0.818584150981493,12.592621354933808,13.895711785402568,11.924399618992911,15.206074506627763,13.222209380018487,15.15898335402447
83,10.0,1043.1449429566458,0.811081373632811,12.747168812546947,14.064604881663595,12.071747711466298,15.389267126568406,13.384046303573555,15.343165164181206
84,10.0,1066.138650352513,0.8031498650449699,12.901268671266237,14.233426042332635,12.219235006948672,15.572482366446886,13.546249859293955,15.52733805371162
85,10.0,1090.1787929082702,0.794789624146728,13.05576772147023,14.402102400801699,12.366590065604438,15.755799954927912,13.708194274002496,15.711545583193224
86,10.0,1115.3380988953347,0.7860006520489311,13.209858623298016,14.571070765122904,12.514160193620357,15.93882644413887,13.870351955208456,15.895732018611398
87,10.0,1141.811457594847,0.7767045487293427,13.413448686335535,14.793801007732213,12.708564839368812,16.0,14.084185466563442,16.0
88,10.0,1170.3145698346893,0.7664980475722519,13.677611343437878,14.999999999999998,12.960896049616688,16.0,14.361492606945433,16.0
89,10.0,1201.8111678823134,0.7548918973192138,14.010355434021687,14.999999999999995,13.278766134482447,15.999999999999995,14.71087843149587,16.0
90,10.0,1237.1501822545315,0.7415681667593998,14.373934877640838,15.0,13.626065122359115,16.0,14.999999999999957,16.0
91,10.0,1279.1549143009747,0.7251857161381615,14.999999999999819,15.0,13.999999999999925,16.0,14.999999999999982,16.0
5,10.5,71.76440497311098,0.6763984591412742,0.0,0.0,5.0,0.0,0.0,0.0
6,10.5,77.12212089087707,0.7552904259002772,0.0,0.0,6.0,0.0,0.0,0.0
7,10.5,83.43923103116862,0.8144594009695291,0.0,0.0,7.0,0.0,0.0,0.0
8,10.5,90.95402621358637,0.8539053843490304,0.0,0.0,8.0,0.0,0.0,0.0
9,10.5,99.63583413983869,0.8769375000000001,9.0,0.0,0.0,0.0,0.0,0.0
10,10.5,109.29525311537536,0.8882605888429752,0.0,10.0,0.0,0.0,0.0,0.0
11,10.5,118.7573888097679,0.8992361111111111,0.0,0.0,0.0,11.0,0.0,0.0
12,10.5,128.6395572869636,0.905625,0.0,0.0,0.0,12.0,0.0,0.0
13,10.5,140.3496413206348,0.8992361111111111,0.0,0.0,0.0,13.0,0.0,0.0
14,10.5,154.43750843071945,0.8800694444444445,0.0,0.0,0.0,14.0,0.0,0.0
15,10.5,171.7011040059048,0.8481249999999999,0.0,0.0,0.0,15.0,0.0,0.0
16,10.5,182.25399986738043,0.8522845344246939,8.236571405002486,0.0,7.763428594997514,0.0,0.0,0.0
17,10.5,190.48811423524558,0.8664085561222487,8.748275011116903,0.0,8.251724988883097,0.0,0.0,0.0
18,10.5,199.52488564425573,0.8758245771586568,9.259628165068692,0.0,8.740371834931308,0.0,0.0,0.0
19,10.5,208.9306466553028,0.8828626539185055,9.01655058457034,9.98344941542966,0.0,0.0,0.0,0.0
20,10.5,218.39211054525668,0.8890675184888348,9.026882569837003,0.0,0.0,10.973117430162999,0.0,0.0
21,10.5,227.86473766691554,0.8947132428494763,9.483658416617882,0.0,0.0,11.516341583382118,0.0,0.0
22,10.5,237.53308428848945,0.8991668070061836,0.0,10.489577353476562,0.0,11.510422646523438,0.0,0.0
23,10.5,247.85315282646513,0.9008968778514965,0.0,10.969116184686545,0.0,12.030883815313455,0.0,0.0
24,10.5,258.6908350663205,0.9006828482202666,0.0,0.0,0.0,12.032274769521054,0.0,11.967725230478946
25,10.5,269.94570980254684,0.8990943582787161,0.0,0.0,0.0,12.530965107057066,0.0,12.469034892942934
26,10.5,282.23950313111095,0.8943288537351115,0.0,0.0,0.0,13.029643045049829,0.0,12.970356954950171
27,10.5,295.72116306305094,0.8863863349784232,0.0,0.0,0.0,13.528311347730302,0.0,13.471688652269698
28,10.5,308.78830410128757,0.8803165822072389,9.177352717452976,10.160062224518047,8.662585058028977,0.0,0.0,0.0
29,10.5,318.2536843294158,0.8846393457289916,9.18007083033927,0.0,8.66467948950037,11.155249680160361,0.0,0.0
30,10.5,327.68734887530303,0.8887984191933099,9.02831382628175,9.996458503145737,0.0,10.975227670572513,0.0,0.0
31,10.5,337.0249651597312,0.8929791421130476,9.333012276150892,10.330025693804131,0.0,11.336962030044974,0.0,0.0
32,10.5,346.9222070987883,0.8954875891226917,9.637758870186657,10.663286214311553,0.0,11.698954915501792,0.0,0.0
33,10.5,357.4297720391688,0.8963237606348855,9.942470291209384,10.996711957428726,0.0,12.060817751361892,0.0,0.0
34,10.5,367.4130415864999,0.8983923450314089,0.0,10.664848665761532,0.0,11.700706056438603,0.0,11.634445277799864
35,10.5,377.9056514371675,0.8991379973355962,0.0,10.97967912764238,0.0,12.042395284734317,0.0,11.977925587623306
36,10.5,389.02556410629575,0.8983923665965662,0.0,11.294547424361557,0.0,12.38406923634696,0.0,12.321383339291486
37,10.5,400.8298589416702,0.896155452943171,0.0,11.609420556121558,0.0,12.725736915556384,0.0,12.66484252832206
38,10.5,413.3828590270414,0.8924272555720261,0.0,11.924739584427835,0.0,13.067302381114876,0.0,13.007958034457285
39,10.5,426.7573015353115,0.8872077773687305,0.0,12.239133995579218,0.0,13.409057900095345,0.0,13.351808104325434
40,10.5,437.01090738623094,0.8886063413900424,9.377741751817103,10.378748302132715,8.853354964323254,11.390154981726926,0.0,0.0
41,10.5,446.8326658231481,0.8908008760186787,9.379321157446581,10.380330296719391,0.0,11.392269352312116,9.848079193521908,0.0
42,10.5,456.7468677845915,0.8927202910350817,9.610110098084084,10.633075370556508,0.0,11.66618286905963,10.090631662299783,0.0
43,10.5,466.75367197078333,0.8943806731383438,9.496265517263565,10.508628284002441,0.0,11.531044609197194,0.0,11.464061589536799
44,10.5,476.8892371670346,0.895729441187631,9.719703361519953,10.75313671609658,0.0,11.796379187149837,0.0,11.730780735233624
45,10.5,487.4829423533629,0.8961790424829831,9.94338184431917,10.997667251197111,0.0,12.061927855957444,0.0,11.997023048526277
46,10.5,498.44016415054546,0.8959556135591483,0.0,11.119145075130104,0.0,12.193292663009677,10.557138344708047,12.130423917152166
47,10.5,509.77616652721235,0.8950762307924961,0.0,11.360839258844871,0.0,12.456167883210922,10.789030400102336,12.393962457841871
48,10.5,521.64748187639,0.8933174460956156,0.0,11.60260345566346,0.0,12.718568611998577,11.021131349663893,12.657696582674069
49,10.5,534.0924440516515,0.8906792600402736,0.0,11.844390944750904,0.0,12.980888703367528,11.253337710126265,12.9213826417553
50,10.5,546.8288059844456,0.8876879274422024,9.406833891392907,10.410646191565599,8.881054197734638,11.424575615455232,9.876890103851617,0.0
51,10.5,556.7553174693172,0.8892983695055833,9.59608673330023,10.617758117994564,9.061549491723625,11.649271044762912,10.075334612218667,0.0
52,10.5,566.7659811688836,0.8907201197695027,9.50252555444711,10.515352666562906,8.972459858108419,11.538382744757564,0.0,11.471279176123998
53,10.5,576.5879132174813,0.8923845218083011,9.501597961981032,10.514303336451553,0.0,11.537253965430944,9.976692472246352,11.470152263890116
54,10.5,586.691350371983,0.893564214767506,9.682614085535473,10.712288838606051,0.0,11.752267694266287,10.166657147248658,11.686172234343529
55,10.5,597.1618096860345,0.8941540696913669,9.863538218017593,10.910325166885182,0.0,11.9672607552234,10.356601791683293,11.902274068190527
56,10.5,608.0192856183385,0.8941540866275975,10.044461069995235,11.108351797331846,0.0,12.182262713111529,10.546533855482332,12.118390564079059
57,10.5,619.28527902496,0.8935642656390788,10.225395328306096,11.306360451860513,0.0,12.397269785955942,10.736459345718218,12.334515088159234
58,10.5,630.9829386759444,0.8923846076465993,10.406517797478271,11.504461145372815,0.0,12.611764284390006,10.926851542993177,12.550405229765726
59,10.5,643.1372220325386,0.8906151115633175,10.587509593065578,11.702493296368878,0.0,12.826645913174627,11.116897077005616,12.766454120385298
60,10.5,655.7750704474548,0.8882557779187575,10.768505799734898,11.90052614125892,0.0,13.041521931323159,11.306949214327883,12.982496913355147
61,10.5,666.8123142191245,0.8881123658049683,9.351758310036375,10.350415846717475,8.82841968422499,11.35919167890296,9.819059626692905,11.291154853425294
62,10.5,676.6004542609619,0.8896129535938474,9.506171833187391,10.519226736619517,8.975780359657653,11.542412004001097,9.98102501986802,11.475384046666322
63,10.5,686.6860074302182,0.8906848086156572,9.660517560088064,10.6881002520188,9.12312698900145,11.72566513982266,10.142994802067497,11.65959525700153
64,10.5,697.0824542820671,0.8913279309776169,9.81487362663223,10.856975997826096,9.27048517170243,11.908903640240505,10.304960780275888,11.843800783322862
65,10.5,707.8041205418594,0.8915423207792915,9.96924161334821,11.02584866336746,9.417839591503926,12.092140111767204,10.466922585952913,12.028007434060285
66,10.5,718.8662425072179,0.8913279786783168,10.123207692099884,11.194438363411228,9.565325236917086,12.275350688873644,10.62960183205175,12.212076186646412
67,10.5,730.2850410863559,0.890684903658214,10.277463919876618,11.36323280295432,9.712757004346091,12.458539029005957,10.791807293556106,12.396199950260904
68,10.5,742.0777980681694,0.8896130968621054,10.431990358047178,11.532200019179875,9.860076505358336,12.641769885384138,10.953501159040837,12.580462072989631
69,10.5,754.2629465856153,0.8881125576609519,10.586306792568891,11.70104699813641,10.00746385324838,12.824987604639155,11.115542131536197,12.764652619870976
70,10.5,766.86016500921,0.8861832863907797,10.74060940409453,11.86989359443478,10.15484830879438,13.008214631240975,11.27758384750225,12.948850213933085
71,10.5,779.8904839886168,0.8838252831266739,10.894890200854944,12.038735859233709,10.30223795949426,13.191452952567232,11.439617519265557,13.133065508584304
72,10.5,793.3764034089105,0.8810385479132691,11.049167351580065,12.207575224737049,10.449637134721103,13.374695979955586,11.60164180479737,13.317282504208825
73,10.5,807.3420222311091,0.8778230805309994,11.20362041490955,12.376348484555804,10.597168367208937,13.557740701574692,11.763790630703376,13.50133140104764
74,10.5,821.8131810111836,0.8741788817527655,11.357706741954578,12.545305185356176,10.744323512914336,13.741287278047277,11.92557153978041,13.685805741947217
75,10.5,836.8176235359247,0.8701059510415315,11.51208564315852,12.714010153689694,10.892033142137167,13.924360051729263,12.087709023526745,13.869801985758615
76,10.5,852.3851723881428,0.8656042886068208,11.666392205756567,12.882876834820118,11.039385486775844,14.107546410850565,12.24974136423708,14.054057697559818
77,10.5,868.5479275756043,0.8606738944615931,11.820726752365092,13.051742093565284,11.186714897344856,14.290788916230873,12.411763597610562,14.238263742883335
78,10.5,885.3404876419561,0.855314768173442,11.975055219978051,13.220908073525923,11.333934577730647,14.473753036467896,12.573703022298062,14.422646069999422
79,10.5,902.8001943156215,0.8495269112258444,12.129376847882822,13.389413956137686,11.481550534406976,14.657178384747734,12.735847126818006,14.606633150006777
80,10.5,920.9674145383549,0.8433103222325763,12.283703166621493,13.558251105255279,11.628969197380998,14.840371464673641,12.897888466309247,14.790816599759356
81,10.5,939.8858469347091,0.8366650016846885,12.438050674406885,13.727108881502636,11.77631801527894,15.023558887885322,13.059956650527223,14.975006890399012
82,10.5,959.6028749108366,0.8295909496644777,12.592354917564485,13.895903578010943,11.92381702483763,15.206747932386214,13.221996917989147,15.159179629211573
83,10.5,980.1699626483642,0.8220881659236481,12.74689756181042,14.06482301177043,12.071149210740742,15.389934140499657,13.383826566344679,15.34336950883408
84,10.5,1001.6431018320395,0.8141566511909059,12.901032551396371,14.233603569362895,12.218654488439135,15.573136950339752,13.54603081749617,15.52754162296568
85,10.5,1024.0833232145249,0.8057964048030708,13.055366704082322,14.402435210464123,12.366061547751356,15.756343165419743,13.708061287651281,15.711732084631175
86,10.5,1047.5572732085557,0.7970074267126257,13.2096345039665,14.571212224999586,12.513279266064607,15.939751468859528,13.8701685569573,15.895953979152482
87,10.5,1072.2451132813287,0.7877109280156175,13.413348281981929,14.794293825836453,12.708042637494135,16.0,14.084315254687482,16.0
88,10.5,1098.8060530659654,0.7775052362045538,13.67772989991837,14.999999999999996,12.960652948780863,16.0,14.361617151300747,16.0
89,10.5,1128.125781268032,0.7659037146104907,14.010473475143762,14.999999999999998,13.278525044482564,15.999999999999998,14.71100148037368,16.0
90,10.5,1160.98020701835,0.7525916356955066,14.374110562802928,15.0,13.625889437197037,16.0,14.999999999999966,16.0
91,10.5,1199.9514211448106,0.7362400210803476,14.99999999999878,15.0,13.999999999999199,16.0,14.99999999999976,16.0
5,11.0,67.72880109169277,0.6841241535857187,0.0,0.0,5.0,0.0,0.0,0.0
6,11.0,72.87118709779752,0.7630161203447214,0.0,0.0,6.0,0.0,0.0,0.0
7,11.0,78.89813689174214,0.8221850954139734,0.0,0.0,7.0,0.0,0.0,0.0
8,11.0,86.04129514011807,0.8616310787934751,0.0,0.0,8.0,0.0,0.0,0.0
9,11.0,94.26712144268286,0.88475,9.0,0.0,0.0,0.0,0.0,0.0
10,11.0,103.40768206621897,0.8961598943985308,0.0,10.0,0.0,0.0,0.0,0.0
11,11.0,112.36144429400495,0.9072222222222223,0.0,0.0,0.0,11.0,0.0,0.0
12,11.0,121.718945376341,0.9136111111111114,0.0,0.0,0.0,12.0,0.0,0.0
13,11.0,132.79079780200584,0.9072222222222223,0.0,0.0,0.0,13.0,0.0,0.0
14,11.0,146.09192364714312,0.8880555555555556,0.0,0.0,0.0,14.0,0.0,0.0
15,11.0,162.36762303000714,0.8561111111111109,0.0,0.0,0.0,15.0,0.0,0.0
16,11.0,172.3980004482259,0.8600546846206837,8.237006634038252,0.0,7.762993365961748,0.0,0.0,0.0
17,11.0,180.21337354226029,0.874178683591639,8.748614477748227,0.0,8.251385522251773,0.0,0.0,0.0
18,11.0,188.78075460494557,0.8835946849661415,9.26022180972768,0.0,8.73977819027232,0.0,0.0,0.0
19,11.0,197.67440771138263,0.8907205296598167,9.016199962877758,9.983800037122242,0.0,0.0,0.0,0.0
20,11.0,206.62757763875095,0.8969743390446671,9.026150672345524,0.0,0.0,10.973849327654476,0.0,0.0
21,11.0,215.60193094618165,0.902620007951333,9.483398585145064,0.0,0.0,11.516601414854936,0.0,0.0
22,11.0,224.75036942071023,0.9071112937188557,0.0,10.489264964067814,0.0,11.510735035932186,0.0,0.0
23,11.0,234.51901618958226,0.9088413535760228,0.0,10.968847227348549,0.0,12.031152772651451,0.0,0.0
24,11.0,244.77364697445103,0.9086254366276512,0.0,0.0,0.0,12.032559323246499,0.0,11.967440676753501
25,11.0,255.41908378007344,0.9070369377749026,0.0,0.0,0.0,12.531218297013568,0.0,12.468781702986432
26,11.0,267.0388516083394,0.9022714256522464,0.0,0.0,0.0,13.029871700102754,0.0,12.970128299897246
27,11.0,279.7723599976961,0.8943289004364171,0.0,0.0,0.0,13.528520969527445,0.0,13.471479030472555
28,11.0,292.1583406020232,0.8881330866632466,9.177678469617726,10.160474333077316,8.661847197304956,0.0,0.0,0.0
29,11.0,301.11499367073856,0.8924911619352833,9.179748830811153,0.0,8.663636186374337,11.156614982814508,0.0,0.0
30,11.0,310.03524558248915,0.8967027339071055,9.027630105147157,9.996419801574756,0.0,10.975950093278088,0.0,0.0
31,11.0,318.88302530424653,0.9008834314442867,9.33233630485378,10.329883318955542,0.0,11.337780376190683,0.0,0.0
32,11.0,328.2555779909319,0.9033918558960872,9.63718637706809,10.663262095568925,0.0,11.699551527362987,0.0,0.0
33,11.0,338.20053684072,0.9042280074722122,9.941962679162085,10.996686397803165,0.0,12.061350923034748,0.0,0.0
34,11.0,347.64423603297,0.906321309661183,0.0,10.664722218141355,0.0,11.700604925493277,0.0,11.63467285636537
35,11.0,357.57488316483114,0.9070669566354744,0.0,10.979507383646892,0.0,12.042769868605268,0.0,11.977722747747839
36,11.0,368.09389266402275,0.9063213202783509,0.0,11.294375950329993,0.0,12.384414855472981,0.0,12.321209194197026
37,11.0,379.2547730291865,0.9040844016043895,0.0,11.609263110952547,0.0,12.72605495473972,0.0,12.664681934307733
38,11.0,391.11776651811584,0.9003562006622268,0.0,11.924140701216675,0.0,13.06769695850271,0.0,13.008162340280611
39,11.0,403.75093657542743,0.8951367174111181,0.0,12.239151015589696,0.0,13.409307498690108,0.0,13.351541485720196
40,11.0,413.48746324588524,0.89647039562457,9.377435630560138,10.379397723185589,8.852288985740035,11.39087766051424,0.0,0.0
41,11.0,422.7812091674686,0.8986829198347446,9.378789948000552,10.38060739115062,0.0,11.392888274841214,9.847714386007612,0.0
42,11.0,432.1699225355035,0.90060231625202,9.609689754895966,10.633022882165394,0.0,11.667244227580825,10.090043135357817,0.0
43,11.0,441.6352069104854,0.9022836240380263,9.495679131752125,10.50860470279915,0.0,11.53169567501398,0.0,11.464020490434747
44,11.0,451.2312811261015,0.9036323805398434,9.719133146855787,10.753113264204202,0.0,11.796995647328862,0.0,11.730757941611152
45,11.0,461.2570448511266,0.9040819715104019,9.942621716756944,10.997624518291811,0.0,12.062289577139182,0.0,11.997464187812058
46,11.0,471.62427949436443,0.9038575382148197,0.0,11.1191403759874,0.0,12.193924174098239,10.556629902096034,12.130305547818324
47,11.0,482.346271824999,0.9029781453938186,0.0,11.360929231786088,0.0,12.456191021908127,10.788691064079144,12.394188682226645
48,11.0,493.5703199097793,0.9012193516731615,0.0,11.602717029331483,0.0,12.71843001160111,11.02075783970872,12.658095119358686
49,11.0,505.3323242113496,0.8985811587788662,0.0,11.844366491248417,0.0,12.981401588070996,11.252754945983959,12.921476974696624
50,11.0,517.395299632619,0.8955417405826903,9.406516332503145,10.411247648951312,8.880068448558509,11.42532790776846,9.87683966221857,0.0
51,11.0,526.7958877607067,0.8971521606885182,9.595721320580756,10.617942926689604,9.060910576380174,11.650193686407741,10.075231489941732,0.0
52,11.0,536.264621843494,0.89859190978111,9.50214780156287,10.515555667940895,8.97155505739196,11.539249142057894,0.0,11.471492331046385
53,11.0,545.5584169813806,0.9002702866395307,9.500742210425935,10.514490820248554,0.0,11.538160282896753,9.975978475679252,11.470628210749508
