target_power_mw,head_m,total_flow_m3s,overall_efficiency,turbine_1_power_mw,turbine_2_power_mw,turbine_3_power_mw,turbine_4_power_mw,turbine_5_power_mw,turbine_6_power_mw
54,11.0,555.1245562560897,0.9014499692707343,9.682127753080565,10.712435568476025,0.0,11.752890759781913,10.166255654666621,11.686290263994875
55,11.0,565.0349219195838,0.9020398140896974,9.86312181763806,10.910430215745235,0.0,11.967903698102694,10.356194115964701,11.902350152549309
56,11.0,575.3082793216781,0.9020398216386654,10.044064295775613,11.108461933148524,0.0,12.182861869473639,10.546154175045574,12.118457726556649
57,11.0,585.9647946741279,0.9014499918964881,10.225000565612138,11.30648472621307,0.0,12.397836240063791,10.736096724963222,12.334581743147774
58,11.0,597.0261662986903,0.9002703256489496,10.406159251243846,11.504539332633438,0.0,12.612350934820556,10.926475896981568,12.55047458432059
59,11.0,608.5157737730397,0.8985008219402968,10.587171590279139,11.70256515416682,0.0,12.827208611943965,11.116540139190286,12.766514504419789
60,11.0,620.4588408392719,0.8961414811829443,10.768183581090495,11.900592646728683,0.0,13.042065934908857,11.306606102268908,12.982551735003064
61,11.0,630.9173360072903,0.8959745661201358,9.351408720977531,10.350848414860428,8.827665161388841,11.360118530468508,9.818652262378578,11.291306909926108
62,11.0,640.1880607747253,0.897475137907997,9.505737843254279,10.5195301814449,8.974923760864888,11.543398831595495,9.98076180360054,11.475647579239897
63,11.0,649.737703610004,0.8985469776975192,9.660076957573375,10.688417750261335,9.122323862096119,11.72660644585142,10.142748117395119,11.659826866822627
64,11.0,659.5789266484364,0.8991900857606752,9.814530395134316,10.857181857148834,9.269732187881067,11.909764793392078,10.304733526395347,11.844057240048361
65,11.0,669.7251778640302,0.8994044621169662,9.968899900188738,11.02604280101495,9.41713029368464,12.092961957090349,10.466715442095794,12.028249605925522
66,11.0,680.1907521812975,0.8991901068128793,10.123282885134268,11.194899067740508,9.564524112103094,12.276160883464218,10.628695344168397,12.21243770738952
67,11.0,690.9908583652087,0.8985470203180638,10.277234684258259,11.363440979910374,9.712089903202306,12.45931755832362,10.791442313460662,12.396474560844778
68,11.0,702.141694143,0.8974752017315563,10.431466766757259,11.532219012423958,9.859559427430865,12.64248512896441,10.953657080526545,12.580612583896965
69,11.0,713.6605245020136,0.8959746523535888,10.586054443859485,11.701213578908007,10.006874232533272,12.825698169316869,11.115281011963331,12.764878563419039
70,11.0,725.5657744737508,0.8940453710812201,10.740377498665017,11.870051874114328,10.154287194559897,13.008888063975842,11.27733349938071,12.94906186930421
71,11.0,737.8771243545796,0.8916873583833848,10.894682704679028,12.038893079393608,10.30169924931371,13.19208832277162,11.43938144649003,13.133255197352009
72,11.0,750.6156198467129,0.8889006142818695,11.048979199408803,12.207732724547355,10.449109004256915,13.375298116176669,11.60142519411381,13.31745576149645
73,11.0,763.8037917764456,0.8856851387736423,11.203267176282807,12.37657305429301,10.596534037646338,13.558478040055325,11.763503500669286,13.50164419105323
74,11.0,777.46578911498,0.882040931781738,11.357354741950655,12.545553939721463,10.743992651424605,13.741908837431927,11.925421681851992,13.685768147619365
75,11.0,791.6275262048866,0.8779679935277585,11.511854475392983,12.714327840133487,10.89111877273932,13.925022140574002,12.08741011806596,13.870266653094248
76,11.0,806.316847256923,0.8734663239934508,11.666200436682994,12.883210918318625,11.038512487392708,14.108255372412374,12.249470978566647,14.054349806626647
77,11.0,821.5637087509328,0.8685359232534734,11.820489258826024,13.052029030253959,11.18605226682195,14.291287177969894,12.411498800738153,14.238643465390021
78,11.0,837.4003836894639,0.8631767910720625,11.974907351912785,13.220529037558688,11.333895146773825,14.474621977640336,12.57365697826965,14.42238950784472
79,11.0,853.8616888694188,0.8573889276481991,12.129100588128606,13.389617665408046,11.480774458844921,14.657673219857907,12.735800232835286,14.607033834925234
80,11.0,870.9852404373879,0.8511723334730501,12.283533933465288,13.558392325733452,11.628490958522775,14.840882115260964,12.897713966509949,14.79098670050758
81,11.0,888.8117424822874,0.8445270076780987,12.437868652453789,13.727228026369467,11.775931018833868,15.02405647267185,13.059762253254172,14.975153576416842
82,11.0,907.3853073247087,0.8374529506678917,12.592206217299433,13.896062479618342,11.923365658026858,15.207225399408893,13.22183136573374,15.159308879912738
83,11.0,926.7538215672774,0.8299501624444914,12.746550143539578,14.064920113429876,12.070766433189727,15.390470808770026,13.383846885728785,15.343445615342
84,11.0,946.9693577567739,0.8220186430782033,12.90086567445576,14.233731102029555,12.218236787076998,15.573605875131861,13.54587238516562,15.527688176140213
85,11.0,968.0886419811985,0.8136583925123717,13.055209254938037,14.402556003807586,12.365661106724993,15.75680032194978,13.707903655259765,15.711869657319838
86,11.0,990.1735851976437,0.8048694106790131,13.20960991034402,14.571379454801534,12.5129615994699,15.939960551650488,13.870088204668981,15.896000279065085
87,11.0,1013.3925988350255,0.7955726266984984,13.413456336274077,14.794500482340098,12.707960039859108,16.0,14.084083141526714,16.0
88,11.0,1038.360271585323,0.7853674835141599,13.677816442275452,15.0,12.960475978743164,15.999999999999998,14.361707578981386,15.999999999999998
89,11.0,1065.9010608089056,0.7737691663372438,14.010557087745926,15.0,13.278353145893256,16.0,14.711089766360814,16.0
90,11.0,1096.7344451712656,0.76046517973081,14.374236837861634,14.999999999999972,13.625763162138423,15.999999999999954,15.0,15.999999999999956
91,11.0,1133.2558773215237,0.744134979208165,14.999999999997412,15.0,13.999999999998353,16.0,14.999999999999522,16.0
5,11.5,64.34806772308612,0.6887595702523853,0.0,0.0,5.0,0.0,0.0,0.0
6,11.5,69.28197808720081,0.767651537011388,0.0,0.0,6.0,0.0,0.0,0.0
7,11.5,75.0446869103342,0.8268205120806402,0.0,0.0,7.0,0.0,0.0,0.0
8,11.5,81.85997764668424,0.8662664954601415,0.0,0.0,8.0,0.0,0.0,0.0
9,11.5,89.69334601784107,0.8894375,9.0,0.0,0.0,0.0,0.0,0.0
10,11.5,98.39132681729738,0.900899477731864,0.0,10.0,0.0,0.0,0.0,0.0
11,11.5,106.91149074072077,0.9120138888888888,0.0,0.0,0.0,11.0,0.0,0.0
12,11.5,115.8193730522401,0.9184027777777778,0.0,0.0,0.0,12.0,0.0,0.0
13,11.5,126.34994360267,0.9120138888888888,0.0,0.0,0.0,13.0,0.0,0.0
14,11.5,138.9901540057443,0.8928472222222223,0.0,0.0,0.0,14.0,0.0,0.0
15,11.5,154.44373725658178,0.8609027777777778,0.0,0.0,0.0,15.0,0.0,0.0
16,11.5,164.0133692788742,0.8647167760314111,8.237258396340188,0.0,7.762741603659812,0.0,0.0,0.0
17,11.5,171.46357802731427,0.8788407610342607,8.748807829257323,0.0,8.251192170742677,0.0,0.0,0.0
18,11.5,179.62514856294126,0.8882567512064103,9.260376299053965,0.0,8.739623700946035,0.0,0.0,0.0
19,11.5,188.08430792371763,0.8954352558752418,9.015991871820464,9.984008128179536,0.0,0.0,0.0,0.0
20,11.5,196.60393214567802,0.9017184343736123,9.025704513052515,0.0,0.0,10.974295486947485,0.0,0.0
21,11.5,205.14969201114837,0.9073640694049195,9.483023741860599,0.0,0.0,11.516976258139401,0.0,0.0
22,11.5,213.85484878015075,0.9118779863400808,0.0,10.489075290936777,0.0,11.510924709063223,0.0,0.0
23,11.5,223.15215010547809,0.9136080395041928,0.0,10.968694445633217,0.0,12.031305554366783,0.0,0.0
24,11.5,232.90975075701863,0.9133909901661998,0.0,0.0,0.0,12.032729751491225,0.0,11.967270248508775
25,11.5,243.03699626381984,0.9118024858942434,0.0,0.0,0.0,12.531370210337295,0.0,12.468629789662705
26,11.5,254.0864536795322,0.9070369691672027,0.0,0.0,0.0,13.030008883526122,0.0,12.969991116473878
27,11.5,266.1899192016884,0.8990944400298406,0.0,0.0,0.0,13.528646461853526,0.0,13.471353538146474
28,11.5,277.98785240156826,0.8928229909917287,9.177689077499775,10.160896679802152,8.661414242698076,0.0,0.0,0.0
29,11.5,286.5106652790954,0.8972022562735498,9.179612787990024,0.0,8.663164881743512,11.157222330266462,0.0,0.0
30,11.5,294.995245449137,0.9014453247348871,9.02723226238676,9.996396199502879,0.0,10.976371538110362,0.0,0.0
31,11.5,303.42122717102984,0.9056260067413175,9.33198408440854,10.329844441732812,0.0,11.33817147385865,0.0,0.0
32,11.5,312.3438760578327,0.9081344170975033,9.636955076700954,10.66292519029863,0.0,11.700119733000419,0.0,0.0
33,11.5,321.80832601633335,0.908970556893587,9.941635131038636,10.996682655046275,0.0,12.06168221391509,0.0,0.0
34,11.5,330.79290083311287,0.9110786901633408,0.0,10.66458400169367,0.0,11.701072171917762,0.0,11.634343826388568
35,11.5,340.24364254505167,0.9118243326459509,0.0,10.97938151711392,0.0,12.043039832598438,0.0,11.977578650287638
36,11.5,350.25130571874104,0.9110786928835124,0.0,11.294272961292037,0.0,12.384623473931198,0.0,12.321103564776763
37,11.5,360.86652451221295,0.9088417711579099,0.0,11.609165542177783,0.0,12.72624829973089,0.0,12.664586158091325
38,11.5,372.14627300252175,0.9051135674850658,0.0,11.924053225836875,0.0,13.067876413021063,0.0,13.008070361142059
39,11.5,384.15488817342646,0.8998940815815497,0.0,12.23918013335135,0.0,13.409454938661373,0.0,13.351364927987277
40,11.5,393.4389411285341,0.9011888318811836,9.377293092890964,10.379379361632077,8.851791468382032,11.391536077094928,0.0,0.0
41,11.5,402.2824471239022,0.9034121470245592,9.379096562020424,10.380278523273903,0.0,11.393197222779493,9.847427691926182,0.0
42,11.5,411.220536402291,0.9053315333371297,9.609436443261307,10.63325666081419,0.0,11.667534630942697,10.089772264981805,0.0
43,11.5,420.22526604112386,0.9070253957976138,9.495527796729895,10.508552125646506,0.0,11.53207154724384,0.0,11.46384853037976
44,11.5,429.35948783091527,0.9083741452174569,9.718798511931684,10.753099387453014,0.0,11.797366599001451,0.0,11.730735501613852
45,11.5,438.9004316132755,0.9088237297410134,9.942286822115003,10.997613332730877,0.0,12.062637488114031,0.0,11.997462357040089
46,11.5,448.76489419120657,0.9085986939172037,0.0,11.119139085110286,0.0,12.194306116890058,10.556320612994496,12.130234185005158
47,11.5,458.96486753003126,0.9077192955407797,0.0,11.360928309068537,0.0,12.456568480414186,10.788402386271649,12.394100824245628
48,11.5,469.6400529990181,0.9059604967882108,0.0,11.602714333695038,0.0,12.718810406758031,11.020485404813416,12.657989854733518
49,11.5,480.82440385247423,0.903322297580803,0.0,11.844504591986922,0.0,12.981023979927711,11.252568007842404,12.92190342024296
50,11.5,492.3093473242967,0.9002540315841137,9.406415478192192,10.411245892649193,8.87959454912789,11.426049638972115,9.876694441058614,0.0
51,11.5,501.2588649603199,0.9018644373408392,9.595512748942443,10.618426519526244,9.060303547826189,11.650479376924102,10.07527780678103,0.0
52,11.5,510.2667627347096,0.9033149861330322,9.501893674514571,10.515821214406719,8.971202319501476,11.539670006061607,0.0,11.471412785515628
53,11.5,519.1102497278622,0.9050017475949308,9.500711012987221,10.514408753284116,0.0,11.5385660210083,9.97578234083297,11.470531871887392
54,11.5,528.2162499031781,0.9061814224386306,9.681393900583831,10.712619661725983,0.0,11.753513662777724,10.165701915450848,11.686770859461612
55,11.5,537.6480736294916,0.9067712619067846,9.862881357529817,10.91052046782206,0.0,11.968176041424453,10.356048017503715,11.90237411571996
56,11.5,547.4234920464775,0.9067712637347436,10.043837753498973,11.108525978657488,0.0,12.183205994094319,10.545941465739018,12.118488808010202
57,11.5,557.5615932726697,0.9061814286915695,10.224779941603195,11.306558052201268,0.0,12.398160780624815,10.735896664760944,12.334604560809776
58,11.5,568.0829090781443,0.9050017567047764,10.40571701787177,11.504579108427322,0.0,12.613129519915748,10.925834060335065,12.550740293450092
59,11.5,579.0095523210184,0.903232249049375,10.586969893319347,11.702608726932661,0.0,12.827552979778645,11.116324545994585,12.766543853974762
60,11.5,590.3653748661604,0.9008729039687711,10.76799103842441,11.900634330636917,0.0,13.042390172950075,11.30640348876288,12.98258096922572
61,11.5,600.3254229419952,0.9006918889137892,9.351176910898493,10.350942193399558,8.827059597527809,11.360663083075345,9.81865118554335,11.29150702955545
62,11.5,609.1519701071594,0.9021924505148057,9.50553346572683,10.519833755270865,8.974557015879576,11.5438928567304,9.980497815283638,11.475685091108693
63,11.5,618.242511912082,0.9032642812188525,9.659878055912786,10.688522806849686,9.12184549105963,11.727140451014481,10.142616111823076,11.659997083340338
64,11.5,627.6090447300876,0.90390738055645,9.814227151314908,10.857396667155694,9.269272014034987,11.910325789772733,10.30461518074932,11.844163196972362
65,11.5,637.2643042093596,0.9041217487375973,9.96868878140292,11.026149496110841,9.416700202619946,12.093458991179645,10.466609225496768,12.028393303189883
66,11.5,647.2218236677107,0.9039073857380894,10.123073578423154,11.195002276222159,9.564122220830324,12.276634826341775,10.628596366430921,12.212570731751674
67,11.5,657.495997188897,0.9032642915813829,10.277461450845419,11.363853769107687,9.711539060798673,12.459802977058537,10.790583709053347,12.396759033136341
68,11.5,668.1021488563804,0.9021924665928612,10.4313568562601,11.532354480493098,9.859161642844143,12.642951099924126,10.953400897138556,12.580775023339976
69,11.5,679.0566095928845,0.9006919106106916,10.585898974852226,11.701318808828796,10.006512522226902,12.82612844609593,11.11512355936002,12.76501768863611
70,11.5,690.3768008796925,0.8987626232670387,10.740229678712208,11.870147438818883,10.15394840829853,13.009302835523517,11.277179130308683,12.949192508338177
71,11.5,702.0813265555644,0.8964046048386605,10.894553336079529,12.038981117891892,10.301376779387503,13.192479848262959,11.439237036006778,13.133371882371346
72,11.5,714.1900755221907,0.893617855335373,11.048866510454605,12.207818299415981,10.448800167581833,13.375662271054633,11.601293604353506,13.317559147139441
73,11.5,726.7243343287313,0.8904023747628489,11.203167106387465,12.376657693334577,10.596224902268787,13.55885665145651,11.763345430504621,13.501748216048037
74,11.5,739.7069122589706,0.886758162872099,11.357623061784412,12.545426943510023,10.743769692613727,13.741921794994331,11.925475938713873,13.68578256838363
75,11.5,753.1622788885402,0.8826852203139166,11.511730052655478,12.714392426833594,10.890913130244797,13.925349376348825,12.087297709917829,13.870317303999476
76,11.5,767.11671999036,0.8781835462739402,11.666103230297326,12.883071073315111,11.03883001399104,14.108507667231283,12.249441179762213,14.054046835403017
77,11.5,781.5985063868397,0.8732531414583631,11.820490886639837,13.05209483433651,11.18559031401255,14.291784815746077,12.411378926244003,14.238660223021025
78,11.5,796.6380869286438,0.8678940059486594,11.974768012998187,13.220814580342065,11.333378740387086,14.474827424807273,12.573505342362676,14.422705899102706
79,11.5,812.2683024880474,0.8621061389507889,12.129034866195486,13.389726259465855,11.480688243825622,14.657980261842487,12.735653706183431,14.606916662487123
80,11.5,828.5246232299728,0.8558895410734889,12.283429988411187,13.558474360752012,11.628248736438843,14.84117848917029,12.897602275471215,14.79106614975644
81,11.5,845.4454193798167,0.8492442120809864,12.437762617602724,13.727307307223224,11.775682711461897,15.024354575078442,13.059650710371287,14.975242078262426
82,11.5,863.0722624850551,0.8421701520567435,12.592094474058737,13.896137254922278,11.92311826116813,15.207530753178407,13.221699441928704,15.159419814743739
83,11.5,881.4502667827295,0.834667360998882,12.746410006195505,14.064991122276844,12.070520147256207,15.390713819497131,13.383756495641594,15.34360840913272
84,11.5,900.6284746161722,0.8267358389250689,12.90076508585418,14.233809372011427,12.217987123221238,15.573885173192977,13.545777404883921,15.527775840836258
85,11.5,920.6602934760515,0.8183755858213405,13.055100746069506,14.402628096565728,12.36545581148861,15.757041704882097,13.707840444734309,15.711933196259748
86,11.5,941.6039926889761,0.8095866016171583,13.20944626463101,14.57141866464234,12.512992377603972,15.940225937346943,13.869903659830667,15.896013095945069
87,11.5,963.618672952021,0.8002896453241705,13.413456256670345,14.794667437536484,12.707800541209895,16.0,14.08407576458327,16.0
88,11.5,987.2840179303547,0.7900848199022008,13.678018174828711,15.0,12.960155789955474,16.0,14.361826035215806,16.0
89,11.5,1013.3769482387149,0.7784883861471985,14.010607294339147,15.0,13.278250604406349,15.999999999999982,14.711142101254536,15.999999999999984
90,11.5,1042.5739023466829,0.7651891656714013,14.374311596911125,15.0,13.625688403088864,16.0,14.999999999999993,16.0
91,11.5,1077.127706122671,0.7488715770624464,15.0,14.999999999999126,14.0,15.999999999997776,15.0,15.999999999997842
5,12.0,61.52886654896756,0.6903047091412744,0.0,0.0,5.0,0.0,0.0,0.0
6,12.0,66.26185628350353,0.7691966759002771,0.0,0.0,6.0,0.0,0.0,0.0
7,12.0,71.78367764046216,0.8283656509695291,0.0,0.0,7.0,0.0,0.0,0.0
8,12.0,78.30946651686779,0.8678116343490307,0.0,0.0,8.0,0.0,0.0,0.0
9,12.0,85.8053865189441,0.891,9.0,0.0,0.0,0.0,0.0,0.0
10,12.0,94.12662317861094,0.9024793388429752,0.0,10.0,0.0,0.0,0.0,0.0
11,12.0,102.27772493428654,0.9136111111111113,0.0,0.0,0.0,11.0,0.0,0.0
12,12.0,110.80086867881043,0.92,0.0,0.0,0.0,12.0,0.0,0.0
13,12.0,120.87367492233865,0.9136111111111112,0.0,0.0,0.0,13.0,0.0,0.0
14,12.0,132.96104241457252,0.8944444444444444,0.0,0.0,0.0,14.0,0.0,0.0
15,12.0,147.73449157174724,0.8625,0.0,0.0,0.0,15.0,0.0,0.0
16,12.0,156.8975096348671,0.8662708067343543,8.237326572404479,0.0,7.762673427595521,0.0,0.0,0.0
17,12.0,164.02921466031614,0.8803947870532627,8.748854924187413,0.0,8.251145075812587,0.0,0.0,0.0
18,12.0,171.84012975666877,0.8898107734978852,9.260410176861473,0.0,8.739589823138527,0.0,0.0,0.0
19,12.0,179.93166427576426,0.8970068314089035,9.015920991888228,9.984079008111772,0.0,0.0,0.0,0.0
20,12.0,188.08225719693178,0.903299799989219,9.025545513914363,0.0,0.0,10.974454486085635,0.0,0.0
21,12.0,196.25974666023728,0.9089454236467072,9.482885894556224,0.0,0.0,11.517114105443776,0.0,0.0
22,12.0,204.5877470939367,0.9134668839793821,0.0,10.4890126768824,0.0,11.5109873231176,0.0,0.0
23,12.0,213.48286653283085,0.9151969348958927,0.0,10.968639470526112,0.0,12.031360529473888,0.0,0.0
24,12.0,222.81766593170747,0.9149795080947373,0.0,0.0,0.0,12.032786960885185,0.0,11.967213039114815
25,12.0,232.50539053743387,0.9133910020042951,0.0,0.0,0.0,12.531420848414365,0.0,12.468579151585635
26,12.0,243.07381738004455,0.9086254837329681,0.0,0.0,0.0,13.030054642249448,0.0,12.969945357750552
27,12.0,254.64876106480887,0.9006829532807558,0.0,0.0,0.0,13.528688353402655,0.0,13.471311646597345
28,12.0,265.9393746943755,0.8943862927551042,9.17769218202384,10.161038901340467,8.661268916635692,0.0,0.0,0.0
29,12.0,274.0929782689436,0.8987726218005097,9.179560474081246,0.0,8.66300051748305,11.157439008435706,0.0,0.0
30,12.0,282.2088677900539,0.9030261875075124,9.027525610710342,9.995764273801093,0.0,10.976710115488565,0.0,0.0
31,12.0,290.27197792663156,0.907206865463258,9.331873843291085,10.329833151124244,0.0,11.33829300558467,0.0,0.0
32,12.0,298.80938905865753,0.9097152714925343,9.636615258638155,10.663320827144009,0.0,11.700063914217838,0.0,0.0
33,12.0,307.8642190067695,0.9105514069214601,9.941535155018633,10.996676827145771,0.0,12.061788017835596,0.0,0.0
34,12.0,316.4590451066198,0.912664483726347,0.0,10.664539318226355,0.0,11.701270069010345,0.0,11.634190612763302
35,12.0,325.50073238114146,0.913410123882618,0.0,10.979434616821575,0.0,12.042597590889459,0.0,11.97796779228897
36,12.0,335.07428301966456,0.9126644838200538,0.0,11.294245098330435,0.0,12.384692405858466,0.0,12.3210624958111
37,12.0,345.228049171105,0.9104275610673613,0.0,11.609127463698883,0.0,12.72631462170677,0.0,12.664557914594345
38,12.0,356.0164257064282,0.9066993564798302,0.0,11.924022081923093,0.0,13.067935353639811,0.0,13.008042564437094
39,12.0,367.50082674149934,0.901479869547821,0.0,12.239227966482337,0.0,13.409498212570599,0.0,13.351273820947062
40,12.0,376.3887542124869,0.9027616442100012,9.376777323985703,10.379299825778148,8.851762542960884,11.392160307275269,0.0,0.0
41,12.0,384.84913559108804,0.9049885569977082,9.378892605890345,10.380509036234857,0.0,11.393383673965243,9.847214683909556,0.0
42,12.0,393.4013384149662,0.906907939315228,9.609295588682096,10.633305110368255,0.0,11.66757865592258,10.08982064502707,0.0
43,12.0,402.0153246551438,0.9086059859147994,9.495198118020216,10.508119809273808,0.0,11.532537536630038,0.0,11.464144536075937
44,12.0,410.75478794724125,0.9099547336853651,9.718941708614995,10.753037429014073,0.0,11.79747121374178,0.0,11.730549648629152
45,12.0,419.8826721651641,0.9104043159740822,9.942168044310762,10.99760448530866,0.0,12.062769852241454,0.0,11.997457618139123
46,12.0,429.3196130705927,0.910179079433344,0.0,11.119145093504542,0.0,12.194561663387926,10.55617114767159,12.130122095435944
47,12.0,439.0768771152395,0.9092996791262585,0.0,11.360930684762941,0.0,12.456726247715313,10.78830411484244,12.394038952679306
48,12.0,449.2879673974729,0.9075408787373543,0.0,11.602721342556013,0.0,12.718977825106464,11.020390877228623,12.657909955108897
49,12.0,459.9853001714297,0.9049026780818227,0.0,11.844510195313855,0.0,12.98120223304187,11.252477820678887,12.921809750965386
50,12.0,470.974700988977,0.9018247952106331,9.405786359184042,10.411102241636272,8.879529629534078,11.426837491615641,9.87674427802996,0.0
51,12.0,479.53787718925,0.9034351969723002,9.595512433252576,10.61831973729243,9.060156809075147,11.650739049691468,10.075271970688384,0.0
52,12.0,488.15485788625205,0.9048893453856678,9.501846826235102,10.515882148655074,8.970959987164626,11.539818472060604,0.0,11.4714925658846
53,12.0,496.61520069574567,0.9065789013992148,9.50070675095279,10.51442774751706,0.0,11.538705603155398,9.97567675443287,11.47048314394188
54,12.0,505.3277481601156,0.9077585745101986,9.68156133800115,10.712486857914453,0.0,11.753597703512584,10.165730536744096,11.686623563827716
55,12.0,514.3514578458793,0.9083484113223724,9.862877110414667,10.910422714483957,0.0,11.968401431634302,10.355962487435852,11.902336256031225
56,12.0,523.703302513375,0.908348411358122,10.043819785807857,11.108567849113111,0.0,12.18315946671533,10.546037603899553,12.118415294464153
57,12.0,533.4015119491562,0.9077585745061696,10.224717463511881,11.30658973928621,0.0,12.398242455613648,10.735855890635268,12.334594450952993
58,12.0,543.4656916276939,0.9065789008983144,10.405652315639639,11.504622162844317,0.0,12.61320243294038,10.925797392536223,12.550725696039441
59,12.0,553.9169545856279,0.9048093915667924,10.586903528926827,11.70262377823709,0.0,12.82767163254146,11.116251131118744,12.76654992917588
60,12.0,564.7780713460781,0.9024500450376192,10.767927018589834,11.900644569099743,0.0,13.042505855940684,11.306336253120564,12.982586303249173
61,12.0,574.3092260395457,0.9022643302481488,9.351114566065805,10.350915876039869,8.826846076591535,11.360868728368281,9.81865643978568,11.291598313148832
62,12.0,582.7549499942887,0.903764888583856,9.505442898743667,10.519833730807216,8.974328932961665,11.544032226068111,9.980616481026818,11.475745730392523
63,12.0,591.4527851634627,0.9048367158686172,9.659807380425118,10.688717514759318,9.121838595826329,11.727260229743864,10.142452873477009,11.659923405768364
64,12.0,600.41419088512,0.9054798124983883,9.81415409668165,10.857411982589422,9.26911941536813,11.910493603634896,10.30459791693925,11.844222984786654
65,12.0,609.6513323236367,0.9056941779244558,9.968509811638295,11.026284100856595,9.416556440782944,12.093663912232238,10.466596784629713,12.028388949860222
66,12.0,619.1771344362129,0.9054798123727205,10.122979142037641,11.195023776347668,9.563989416770045,12.276793858960252,10.62859278435588,12.212621021528513
67,12.0,629.005342994789,0.9048367158065164,10.277364461314292,11.363873865576085,9.711417974079723,12.459957102706182,10.790586217829718,12.396800378493998
68,12.0,639.1505903642492,0.9037648885160788,10.43133285429791,11.532409042774157,9.859016064693549,12.643111604746176,10.953273427970341,12.580857005517865
69,12.0,649.6284687781169,0.9022643302769175,10.585836167969514,11.701349210856392,10.006392261139654,12.826282668036175,11.1150660266087,12.765073665389568
70,12.0,660.4556099319761,0.9003350408932507,10.740176183743435,11.870174824631095,10.15383536774351,13.009445092946596,11.277124763587674,12.949243767347692
71,12.0,671.6497728170586,0.8979770205415304,10.894507064895237,12.039005946301392,10.301274527417268,13.192612463864357,11.43918507025574,13.133414927266006
72,12.0,683.2299413154956,0.8951902692224155,11.048830560152252,12.207836858486814,10.448709532850875,13.375785229239083,11.601246717408998,13.317591101861973
73,12.0,695.2164315095395,0.8919747869392814,11.203140204773913,12.376675028209032,10.596138517236628,13.558966079495542,11.763307980957993,13.501772189326891
74,12.0,707.6310106895402,0.8883305736209113,11.357482364231856,12.545516204635922,10.74358709368195,13.742105627965033,11.92541380471146,13.685894904773786
75,12.0,720.4970291796656,0.8842576292487242,11.51150388971696,12.714561227579638,10.8909451156318,13.925586391496084,12.087260616228212,13.870142759347305
76,12.0,733.8395672302848,0.8797559534779639,11.666239095647484,12.882947115671936,11.038173379761927,14.108293924461297,12.249486039930279,14.054860444527074
77,12.0,747.6855962401927,0.8748255479617187,11.820398973799383,13.052124073279714,11.185628325167713,14.291843372810993,12.411376738719706,14.238628516222493
78,12.0,762.0641654213366,0.8694664107883203,11.974752513407472,13.220974648059215,11.333061205228061,14.47505778461538,12.57345069566361,14.422703153026262
79,12.0,777.0065999209276,0.8636785427986777,12.129036793230322,13.389581020664027,11.480792496155656,14.658155972849814,12.735559995266463,14.60687372183372
80,12.0,792.5467318810018,0.8574619437482883,12.283396823596616,13.558502691663303,11.62815627015166,14.841280763717005,12.897566170589117,14.791097280282306
81,12.0,808.7211553466,0.850816613299203,12.437956373478523,13.727125706899548,11.775474495284545,15.024415304113207,13.059849544202658,14.97517857602152
82,12.0,825.5695123771281,0.8437425526472072,12.59206641938443,13.896170530837615,11.923013314262787,15.207626498057076,13.221671151754164,15.159452085703933
83,12.0,843.1348211500358,0.8362397606404846,12.74639088607827,14.064994969916812,12.070465437057882,15.39080444942364,13.38371209968827,15.343632157835128
84,12.0,861.463839018295,0.8283082376443027,12.900705819732835,14.233825512257756,12.217880463178565,15.574054693586032,13.54574266055102,15.527790850693796
85,12.0,880.607479880812,0.8199479836971661,13.055070789116508,14.402651553076872,12.365394567827293,15.757122248557415,13.707805189306812,15.711955652115103
86,12.0,900.6212863230586,0.8111589987006349,13.20941495875845,14.571444531287549,12.512909040179524,15.940322185357422,13.869862923757044,15.896046360660014
87,12.0,921.6571032191819,0.8018619847949155,13.413454826119315,14.794721942474382,12.70774328035774,16.0,14.084079951048558,16.0
88,12.0,944.2678816916542,0.7916572636292899,13.677906453474233,15.0,12.960182311242525,15.999999999999998,14.361911235283245,15.999999999999998
89,12.0,969.1944905319635,0.7800614510338914,14.010624271275715,15.0,13.278216816960343,15.999999999999998,14.711158911763935,15.999999999999996
90,12.0,997.0814861474482,0.7667638046693549,14.374336674373405,15.0,13.625663325626544,16.0,14.999999999999947,16.0
91,12.0,1030.075733610881,0.7504503813902892,15.0,14.999999999999575,14.0,15.999999999998895,15.0,15.999999999998948
5,12.5,59.20022230523923,0.6887595702523853,0.0,0.0,5.0,0.0,0.0,0.0
6,12.5,63.73941984022475,0.7676515370113881,0.0,0.0,6.0,0.0,0.0,0.0
7,12.5,69.04111195750747,0.8268205120806402,0.0,0.0,7.0,0.0,0.0,0.0
8,12.5,75.3111794349495,0.8662664954601418,0.0,0.0,8.0,0.0,0.0,0.0
9,12.5,82.51787833641377,0.8894375,9.0,0.0,0.0,0.0,0.0,0.0
10,12.5,90.52002067191358,0.900899477731864,0.0,10.0,0.0,0.0,0.0,0.0
11,12.5,98.3585714814631,0.9120138888888888,0.0,0.0,0.0,11.0,0.0,0.0
12,12.5,106.55382320806088,0.918402777777778,0.0,0.0,0.0,12.0,0.0,0.0
13,12.5,116.24194811445639,0.912013888888889,0.0,0.0,0.0,13.0,0.0,0.0
14,12.5,127.87094168528476,0.8928472222222223,0.0,0.0,0.0,14.0,0.0,0.0
15,12.5,142.08823827605522,0.8609027777777779,0.0,0.0,0.0,15.0,0.0,0.0
