time,real_reservoir.inflow,real_reservoir.outflow,real_reservoir.volume,real_reservoir.water_level,real_valve.discharge_coefficient,real_valve.opening,real_valve.outflow,twin_reservoir.inflow,twin_reservoir.outflow,twin_reservoir.volume,twin_reservoir.water_level,twin_valve.discharge_coefficient,twin_valve.opening,twin_valve.outflow
113.0,2.0,3.9359028275542904,0,0.0,0.8,100.0,3.9359028275542904,2.0,0.9839757068885726,30.826769414702845,10.0,0.35777087639996646,100.0,0.9839757068885726
114.0,2.0,3.9359028275542904,0,0.0,0.8,100.0,3.9359028275542904,2.0,0.9839757068885726,31.842793707814273,10.0,0.35777087639996646,100.0,0.9839757068885726
115.0,2.0,3.9359028275542904,0,0.0,0.8,100.0,3.9359028275542904,2.0,0.9839757068885726,32.8588180009257,10.0,0.35777087639996646,100.0,0.9839757068885726
116.0,2.0,3.9359028275542904,0,0.0,0.8,100.0,3.9359028275542904,2.0,0.9839757068885726,33.87484229403713,10.0,0.35777087639996646,100.0,0.9839757068885726
117.0,2.0,3.9359028275542904,0,0.0,0.8,100.0,3.9359028275542904,2.0,0.9839757068885726,34.89086658714856,10.0,0.35777087639996646,100.0,0.9839757068885726
118.0,2.0,3.9359028275542904,0,0.0,0.8,100.0,3.9359028275542904,2.0,0.9839757068885726,35.906890880259986,10.0,0.35777087639996646,100.0,0.9839757068885726
119.0,2.0,3.9359028275542904,0,0.0,0.8,100.0,3.9359028275542904,2.0,0.9839757068885726,36.922915173371415,10.0,0.35777087639996646,100.0,0.9839757068885726
120.0,2.0,3.9359028275542904,0,0.0,0.8,100.0,3.9359028275542904,2.0,0.9839757068885726,37.93893946648284,10.0,0.35777087639996646,100.0,0.9839757068885726
121.0,2.0,3.9359028275542904,0,0.0,0.8,100.0,3.9359028275542904,2.0,0.9839757068885726,38.95496375959427,10.0,0.35777087639996646,100.0,0.9839757068885726
122.0,2.0,3.9359028275542904,0,0.0,0.8,100.0,3.9359028275542904,2.0,0.9839757068885726,39.9709880527057,10.0,0.35777087639996646,100.0,0.9839757068885726
123.0,2.0,3.9359028275542904,0,0.0,0.8,100.0,3.9359028275542904,2.0,0.9839757068885726,40.98701234581713,10.0,0.35777087639996646,100.0,0.9839757068885726
124.0,2.0,3.9359028275542904,0,0.0,0.8,100.0,3.9359028275542904,2.0,0.9839757068885726,42.003036638928556,10.0,0.35777087639996646,100.0,0.9839757068885726
125.0,2.0,3.9359028275542904,0,0.0,0.8,100.0,3.9359028275542904,2.0,0.9839757068885726,43.019060932039984,10.0,0.35777087639996646,100.0,0.9839757068885726
126.0,2.0,3.9359028275542904,0,0.0,0.8,100.0,3.9359028275542904,2.0,0.9839757068885726,44.03508522515141,10.0,0.35777087639996646,100.0,0.9839757068885726
127.0,2.0,3.9359028275542904,0,0.0,0.8,100.0,3.9359028275542904,2.0,0.9839757068885726,45.05110951826284,10.0,0.35777087639996646,100.0,0.9839757068885726
128.0,2.0,3.9359028275542904,0,0.0,0.8,100.0,3.9359028275542904,2.0,0.9839757068885726,46.06713381137427,10.0,0.35777087639996646,100.0,0.9839757068885726
129.0,2.0,3.9359028275542904,0,0.0,0.8,100.0,3.9359028275542904,2.0,0.9839757068885726,47.0831581044857,10.0,0.35777087639996646,100.0,0.9839757068885726
130.0,2.0,3.9359028275542904,0,0.0,0.8,100.0,3.9359028275542904,2.0,0.9839757068885726,48.099182397597126,10.0,0.35777087639996646,100.0,0.9839757068885726
131.0,2.0,3.9359028275542904,0,0.0,0.8,100.0,3.9359028275542904,2.0,0.9839757068885726,49.115206690708554,10.0,0.35777087639996646,100.0,0.9839757068885726
132.0,2.0,3.9359028275542904,0,0.0,0.8,100.0,3.9359028275542904,2.0,0.9839757068885726,50.13123098381998,10.0,0.35777087639996646,100.0,0.9839757068885726
133.0,2.0,3.9359028275542904,0,0.0,0.8,100.0,3.9359028275542904,2.0,0.9839757068885726,51.14725527693141,10.0,0.35777087639996646,100.0,0.9839757068885726
134.0,2.0,3.9359028275542904,0,0.0,0.8,100.0,3.9359028275542904,2.0,0.9839757068885726,52.16327957004284,10.0,0.35777087639996646,100.0,0.9839757068885726
135.0,2.0,3.9359028275542904,0,0.0,0.8,100.0,3.9359028275542904,2.0,0.9839757068885726,53.17930386315427,10.0,0.35777087639996646,100.0,0.9839757068885726
136.0,2.0,3.9359028275542904,0,0.0,0.8,100.0,3.9359028275542904,2.0,0.9839757068885726,54.195328156265695,10.0,0.35777087639996646,100.0,0.9839757068885726
137.0,2.0,3.9359028275542904,0,0.0,0.8,100.0,3.9359028275542904,2.0,0.9839757068885726,55.211352449377124,10.0,0.35777087639996646,100.0,0.9839757068885726
138.0,2.0,3.9359028275542904,0,0.0,0.8,100.0,3.9359028275542904,2.0,0.9839757068885726,56.22737674248855,10.0,0.35777087639996646,100.0,0.9839757068885726
139.0,2.0,3.9359028275542904,0,0.0,0.8,100.0,3.9359028275542904,2.0,0.9839757068885726,57.24340103559998,10.0,0.35777087639996646,100.0,0.9839757068885726
140.0,2.0,3.9359028275542904,0,0.0,0.8,100.0,3.9359028275542904,2.0,0.9839757068885726,58.25942532871141,10.0,0.35777087639996646,100.0,0.9839757068885726
141.0,2.0,3.9359028275542904,0,0.0,0.8,100.0,3.9359028275542904,2.0,0.9839757068885726,59.27544962182284,10.0,0.35777087639996646,100.0,0.9839757068885726
142.0,2.0,3.9359028275542904,0,0.0,0.8,100.0,3.9359028275542904,2.0,0.9839757068885726,60.291473914934265,10.0,0.35777087639996646,100.0,0.9839757068885726
143.0,2.0,3.9359028275542904,0,0.0,0.8,100.0,3.9359028275542904,2.0,0.9839757068885726,61.30749820804569,10.0,0.35777087639996646,100.0,0.9839757068885726
144.0,2.0,3.9359028275542904,0,0.0,0.8,100.0,3.9359028275542904,2.0,0.9839757068885726,62.32352250115712,10.0,0.35777087639996646,100.0,0.9839757068885726
145.0,2.0,3.9359028275542904,0,0.0,0.8,100.0,3.9359028275542904,2.0,0.9839757068885726,63.33954679426855,10.0,0.35777087639996646,100.0,0.9839757068885726
146.0,2.0,3.9359028275542904,0,0.0,0.8,100.0,3.9359028275542904,2.0,0.9839757068885726,64.35557108737997,10.0,0.35777087639996646,100.0,0.9839757068885726
147.0,2.0,3.9359028275542904,0,0.0,0.8,100.0,3.9359028275542904,2.0,0.9839757068885726,65.3715953804914,10.0,0.35777087639996646,100.0,0.9839757068885726
148.0,2.0,3.9359028275542904,0,0.0,0.8,100.0,3.9359028275542904,2.0,0.9839757068885726,66.38761967360283,10.0,0.35777087639996646,100.0,0.9839757068885726
149.0,2.0,3.9359028275542904,0,0.0,0.8,100.0,3.9359028275542904,2.0,0.9839757068885726,67.40364396671426,10.0,0.35777087639996646,100.0,0.9839757068885726
150.0,1.2,3.9359028275542904,0,0.0,0.8,100.0,3.9359028275542904,1.2,0.9839757068885726,67.61966825982569,10.0,0.35777087639996646,100.0,0.9839757068885726
151.0,1.2,3.9359028275542904,0,0.0,0.8,100.0,3.9359028275542904,1.2,0.9839757068885726,67.83569255293712,10.0,0.35777087639996646,100.0,0.9839757068885726
152.0,1.2,3.9359028275542904,0,0.0,0.8,100.0,3.9359028275542904,1.2,0.9839757068885726,68.05171684604855,10.0,0.35777087639996646,100.0,0.9839757068885726
153.0,1.2,3.9359028275542904,0,0.0,0.8,100.0,3.9359028275542904,1.2,0.9839757068885726,68.26774113915998,10.0,0.35777087639996646,100.0,0.9839757068885726
